23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Scrapy 2.5.1 started (bot: scrapybot)
23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Versions: lxml 4.6.3.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.10 (main, Jan 16 2022, 17:12:18) - [GCC 11.2.0], pyOpenSSL 21.0.0 (OpenSSL 1.1.1m  14 Dec 2021), cryptography 3.4.8, Platform Linux-5.9.0-kali1-amd64-x86_64-with-glibc2.33
23-Mar-22 00:06:18 - scrapy.utils.log - DEBUG - Using reactor: twisted.internet.epollreactor.EPollReactor
23-Mar-22 00:06:18 - scrapy.crawler - INFO - Overridden settings:
{'CONCURRENT_REQUESTS': 15,
 'LOG_LEVEL': 'CRITICAL',
 'RETRY_ENABLED': False,
 'USER_AGENT': 'Sitadel 1.0.1'}
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet Password: a71ba48511ade9a4
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled item pipelines:
[]
23-Mar-22 00:06:18 - scrapy.core.engine - INFO - Spider opened
23-Mar-22 00:06:18 - scrapy.extensions.logstats - INFO - Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet console listening on 127.0.0.1:6023
23-Mar-22 00:06:31 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/12/6/escape-room-reviews-dracula> (referer: http://www.normalwebsite.com/log/category/Escape+Rooms)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1493422260761> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1496271540861)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/4/28/set-list-pepsi> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1496271540861)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1495840020588&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1496271540861)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2019/1/25/selling-out-ajzrz-g6aah-e525y-rkrbg-bhchs-fdr89-ep79y> (referer: http://www.normalwebsite.com/log/2019/1/25/selling-out-ajzrz-g6aah-e525y-rkrbg-bhchs-fdr89-ep79y-4z8py)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1575662160824> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1576513380437)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1576253160866&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1576513380437)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&offset=1556946543669> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&offset=1575662160824)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1556341760151&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1556946543669)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Work&offset=1413938340000&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Work&offset=1417431540000)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Work&offset=1404120060000> (referer: http://www.normalwebsite.com/?category=Work&offset=1417431540000)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2015/1/13/2081-steamboat-bill-jr> (referer: http://www.normalwebsite.com/log/2014/12/16/dogs-and-cats-acting-together)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1551506978406> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1556946543669)
23-Mar-22 00:06:32 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/10/11/escape-room-reviews-the-ai> (referer: http://www.normalwebsite.com/?category=Escape+Rooms&offset=1513766160919)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/12/4/kickstarter-monday-the-arts> (referer: http://www.normalwebsite.com/log/2017/12/6/escape-room-reviews-dracula)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1417431540000> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1434959820000)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Escape+Rooms&offset=1507710600262> (referer: http://www.normalwebsite.com/?category=Escape+Rooms&offset=1513766160919)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1434520380000&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1434959820000)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/5/1/2341-operation-avalanche> (referer: http://www.normalwebsite.com/log/2017/4/28/set-list-pepsi)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1491002400603> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1493422260761)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/4/24/2338-weiner> (referer: http://www.normalwebsite.com/log/2017/4/28/set-list-pepsi)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Escape+Rooms&offset=1512606540583&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Escape+Rooms&offset=1513766160919)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1492817400973&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1493422260761)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1573173760787&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1575662160824)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1556946543669> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1575662160824)
23-Mar-22 00:06:33 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&offset=1556341760151&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&offset=1556946543669)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&offset=1552080343878> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&offset=1556946543669)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/4/4/bat-night-5-this-friday> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1493422260761)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/10/16/2396-american-made> (referer: http://www.normalwebsite.com/log/2017/10/11/escape-room-reviews-the-ai)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/10/9/2393-it> (referer: http://www.normalwebsite.com/log/2017/10/11/escape-room-reviews-the-ai)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/3/31/set-list-animal-photography> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1493422260761)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Escape+Rooms&offset=1502270100186> (referer: http://www.normalwebsite.com/?category=Escape+Rooms&offset=1507710600262)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1533874914492> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1551506978406)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1404120060000> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1417431540000)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/5/3/escape-room-reviews-midnight-on-the-bayou> (referer: http://www.normalwebsite.com/log/2017/5/1/2341-operation-avalanche)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Escape+Rooms&offset=1506564060196&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Escape+Rooms&offset=1507710600262)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1487588700795> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/8/9/escape-room-reviews-grandmas-master-plan> (referer: http://www.normalwebsite.com/?category=Escape+Rooms&offset=1507710600262)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1490440440122&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:34 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/2/20/2304-moonlight> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2/24/set-list-rob> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/3/set-list-silent> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1556341760151&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1556946543669)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/10/set-list-booty> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/29/escape-room-reviews-the-villains-lair> (referer: http://www.normalwebsite.com/log/3/31/set-list-animal-photography)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/10/2/kickstarter-monday-apparel> (referer: http://www.normalwebsite.com/log/2017/10/9/2393-it)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1552080343878> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1556946543669)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/3/24/set-list-american-flags> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1491002400603)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/10/26/after-effects-tip-import-and-export> (referer: http://www.normalwebsite.com/log/2017/10/16/2396-american-made)
23-Mar-22 00:06:35 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/4/3/2326-passengers> (referer: http://www.normalwebsite.com/log/2017/4/4/bat-night-5-this-friday)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1353663545380> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1404120060000)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1403515500000&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1404120060000)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/5/5/set-list-spring-fever> (referer: http://www.normalwebsite.com/log/2017/5/3/escape-room-reviews-midnight-on-the-bayou)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1513204200811> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1533874914492)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/8/7/kickstarter-monday-flag-and-hadean-lands> (referer: http://www.normalwebsite.com/log/2017/8/9/escape-room-reviews-grandmas-master-plan)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/2/27/2308-dr-strange> (referer: http://www.normalwebsite.com/log/2/24/set-list-rob)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1477681613323> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1487588700795)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/02/22/escape-room-reviews-the-clockwork-caper> (referer: http://www.normalwebsite.com/log/2017/2/20/2304-moonlight)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/3/2311-arrival> (referer: http://www.normalwebsite.com/log/2017/3/3/set-list-silent)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/1/escape-room-reviews-murder-in-the-old-manor-house> (referer: http://www.normalwebsite.com/log/2017/3/3/set-list-silent)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/10/28/set-list-real-hand-brand-hand-grenades> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1487588700795)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/11/8/wow> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1487588700795)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/27/2323-rogue-one> (referer: http://www.normalwebsite.com/log/2017/3/29/escape-room-reviews-the-villains-lair)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1487375160108&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1487588700795)
23-Mar-22 00:06:36 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/22/escape-room-reviews-the-zen-room> (referer: http://www.normalwebsite.com/log/3/24/set-list-american-flags)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/10/30/2399-suburbicon> (referer: http://www.normalwebsite.com/log/2017/10/26/after-effects-tip-import-and-export)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1352058973519&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1353663545380)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1550298288851> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1552080343878)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/5/8/2345-john-wick-2> (referer: http://www.normalwebsite.com/log/2017/5/5/set-list-spring-fever)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1551696840679&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1552080343878)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2012/11/4/phxzfou4czd0xt69ee5ddhuf4jddi7> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Work&offset=1353663545380)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1474972620714> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1513204200811)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2014/11/19/the-mega-kickstarter-review-post-part-3> (referer: http://www.normalwebsite.com/log/2017/8/7/kickstarter-monday-flag-and-hadean-lands)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1474653660377> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/9/23/set-list-is-brought-to-you-by-nothing> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/10/27/killgore-2008-double-feature> (referer: http://www.normalwebsite.com/log/2016/10/28/set-list-real-hand-brand-hand-grenades)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/9/30/set-list-the-big-board> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:37 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1477036080139&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/10/7/set-list-opinion-polling> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/11/6/kickstart-the-month-cthulhiana> (referer: http://www.normalwebsite.com/log/2017/10/30/2399-suburbicon)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/10/21/set-list-dougs-bird-skeletons> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2017/3/20/2319-moana> (referer: http://www.normalwebsite.com/log/2017/3/22/escape-room-reviews-the-zen-room)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/10/14/set-list-party-burritos> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1477681613323)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1542906000543> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1550298288851)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2014/11/19/the-mega-kickstarter-review-post-part-2> (referer: http://www.normalwebsite.com/log/2017/8/7/kickstarter-monday-flag-and-hadean-lands)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/9/27/lets-help-ric> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1513204200811)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2012/10/31/1892-dirty-harry> (referer: http://www.normalwebsite.com/log/2012/11/4/phxzfou4czd0xt69ee5ddhuf4jddi7)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1512177000910&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=via+internets&offset=1513204200811)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2014/11/26/buzzy-nights> (referer: http://www.normalwebsite.com/log/2014/11/19/the-mega-kickstarter-review-post-part-3)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/9/21/escape-room-reviews-witchcraft-room-1313> (referer: http://www.normalwebsite.com/log/2016/9/23/set-list-is-brought-to-you-by-nothing)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1549692521574&reversePaginate=true> (referer: http://www.normalwebsite.com/?author=507a2eaee4b0954f51d254c9&category=Life&offset=1550298288851)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1472200020037> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1474653660377)
23-Mar-22 00:06:38 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/?category=Pictured&offset=1473928800609&reversePaginate=true> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1474653660377)
23-Mar-22 00:06:39 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/8/26/set-list-traffic-and-weather> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1474653660377)
23-Mar-22 00:06:39 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/9/28/escape-room-reviews-great-redemption> (referer: http://www.normalwebsite.com/log/2016/9/30/set-list-the-big-board)
23-Mar-22 00:06:39 - scrapy.core.engine - DEBUG - Crawled (200) <GET http://www.normalwebsite.com/log/2016/9/2/set-list-brought-to-you-by-ric-rosario-improv-coaching> (referer: http://www.normalwebsite.com/?category=Pictured&offset=1474653660377)
